target,guide,donor,context,n_cells,guide_median_supplied_activation_score,ntc_baseline_median_of_guide_medians,supplied_activation_score_delta,support_flag_lt_20_cells,generator_available,generator_admitted
NFKB2,NFKB2_2_CRISPRi,B,Stimulated-Treg,129,577.41151138002976,606.17168980796021,-28.760178427930441,false,true,true
PRDM1,PRDM1_1_CRISPRi,B,Stimulated-Treg,241,650.07904560459281,606.17168980796021,43.907355796632601,false,false,false
PRDM1,PRDM1_2_CRISPRi,B,Stimulated-Treg,199,649.88904111205409,606.17168980796021,43.717351304093881,false,false,false
SOCS3,SOCS3_1_CRISPRi,B,Stimulated-Treg,29,356.6442682347427,606.17168980796021,-249.52742157321751,false,true,true
SOCS3,SOCS3_2_CRISPRi,B,Stimulated-Treg,64,669.57481720921396,606.17168980796021,63.403127401253755,false,true,true
STAT5B,STAT5B_1_CRISPRi,B,Stimulated-Treg,129,290.99330950548818,606.17168980796021,-315.17838030247202,false,true,true
STAT5B,STAT5B_2_CRISPRi,B,Stimulated-Treg,159,546.3949406968037,606.17168980796021,-59.776749111156505,false,true,true
TAF5L,TAF5L_1_CRISPRi,B,Stimulated-Treg,153,617.89379022300852,606.17168980796021,11.722100415048317,false,true,true
TAF5L,TAF5L_2_CRISPRi,B,Stimulated-Treg,133,562.64066477073857,606.17168980796021,-43.531025037221639,false,true,true
USP22,USP22_1_CRISPRi,B,Stimulated-Treg,144,591.14531114568274,606.17168980796021,-15.026378662277466,false,true,true
USP22,USP22_2_CRISPRi,B,Stimulated-Treg,140,616.95388638402665,606.17168980796021,10.78219657606644,false,true,true
ZNF217,ZNF217_1_CRISPRi,B,Stimulated-Treg,195,541.49034634119676,606.17168980796021,-64.681343466763451,false,false,false
ZNF217,ZNF217_2_CRISPRi,B,Stimulated-Treg,141,655.75106370797755,606.17168980796021,49.579373900017345,false,false,false
